,job_title,adv_job_title,description_languages,description_tools,description_databases,description_softskills,description_experience,description_qualification
118,quantitative developer data institutional market,others,"['python', 'r', 'sql']",[],['aws'],"['communication', 'commitment', 'leadership', 'customer', 'customer', 'verbal communication']",[],[]
119,data scientist two sigma private investment,data scientist,"['sql', 'python', 'r']",['spark'],[],"['management', 'responsibility', 'customer', 'management', 'management', 'management', 'discipline', 'mathematics', 'creativity', 'communication', 'presentation', 'team work', 'electrical engineering', 'computer science', 'verbal communication']",['5+ year'],[]
120,senior data scientist game analytics,data science analyst,"['python', 'r', 'sql', 'sql']",[],[],"['analytics', 'organization', 'responsibility', 'analytics', 'mining', 'responsibility', 'decision making', 'data mining', 'computer science', 'problem solving']","['5+ year', '4+ year']","['bachelor', 'phd', 'bachelor degree']"
121,data scientist,data scientist,"['sql', 'python', 'r', 'sql', 'python', 'r', 'sql', 'python']","['tableau', 'mode', 'tableau']",[],"['communication', 'mining', 'analytics', 'analytics', 'problem solving', 'data cleaning', 'oral communication', 'data cleaning', 'data cleaning', 'data mining']","['5+ year', '5+ year']",[]
122,data scientist,data scientist,"['r', 'python', 'sql']",[],[],"['communication', 'organization', 'organization', 'analytics', 'economics', 'presentation', 'communication', 'communication', 'honesty', 'communication', 'written communication']",['4 year'],[]
123,senior data scientist,data scientist,"['scala', 'java', 'python', 'sql']",[],['aws'],"['customer', 'customer', 'customer', 'mathematics', 'communication', 'presentation', 'mentorship', 'computer science']",['5+ year'],['phd']
124,data scientist,data scientist,"['python', 'sql']",[],[],['data cleaning'],[],[]
125,data scientist demand forecasting,data scientist,"['python', 'r', 'scala', 'sql', 'sql', 'scala', 'r', 'stata', 'python', 'scala', 'c++', 'java']",[],['hive'],"['communication', 'customer', 'responsibility', 'collaboration', 'responsibility', 'customer', 'mathematics', 'economics', 'communication', 'communication', 'curiosity', 'discipline', 'customer', 'organization', 'prioritizing', 'decision making', 'computer science', 'written communication', 'problem solving']","['2+ year', '2+ year']","['bachelor', 'master degree']"
126,senior data scientist,data scientist,"['python', 'r', 'sql']","['numpy', 'panda']",[],"['organization', 'empathy', 'empathy', 'communication', 'collaboration', 'responsibility', 'communication', 'computer science']",['3+ year'],['phd']
127,quantitative analyst intern,data analyst,['forth'],[],[],"['management', 'management', 'communication', 'management', 'computer science']",[],[]
128,data scientist analytics data engineering,data science analyst,"['python', 'r', 'sql', 'python', 'sql', 'r', 'python']","['spark', 'tableau', 'jupyter']","['hive', 'aws', 'azure']","['analytics', 'mining', 'responsibility', 'mining', 'communication', 'presentation', 'management', 'mining', 'mining', 'data mining', 'computer science', 'data mining', 'problem solving', 'business acumen', 'data mining']",[],['master degree']
129,data analyst game,data analyst,"['sql', 'r', 'python']","['tableau', 'business intelligence']",[],"['customer', 'customer', 'analytics', 'kpi', 'leadership', 'analytics', 'customer', 'analytics']",['3+ year'],[]
130,data scientist,data scientist,"['python', 'postgresql', 'sql']","['oracle', 'numpy', 'panda']","['postgresql', 'oracle', 'redis', 'mongo', 'sql server']",[],[],[]
131,sport betting data scientist,data scientist,"['r', 'python']",[],[],[],[],[]
132,data scientist,data scientist,"['r', 'python', 'sql']",[],[],"['analytics', 'customer', 'leadership', 'mining', 'communication', 'management', 'analytics', 'communication', 'problem solving', 'verbal communication', 'computer science']",[],[]
133,data scientist,data scientist,"['ml', 'ml', 'ml']",[],[],"['customer', 'innovation', 'customer', 'customer', 'experimentation', 'experimentation', 'experimentation', 'experimentation', 'mining', 'data mining']",[],[]
134,data scientist,data scientist,"['java', 'python']",[],[],"['curiosity', 'communication', 'responsibility', 'mathematics', 'discipline', 'mining', 'mathematics', 'analytics', 'data mining', 'research oriented']",['6 year'],"['bachelor', 'bachelor degree']"
135,data engineer,data engineer,"['sql', 'c', 'sql', 'r', 'python']","['tableau', 'looker', 'tableau', 'tableau', 'looker']","['aws', 'redshift']","['customer', 'analytics', 'analytics', 'creativity', 'kpis', 'customer', 'economics', 'curiosity', 'data modeling']","['3+ year', '2+ year', '2+ year']",['bachelor']
136,senior data scientist ad messaging rd,data scientist,"['python', 'java', 'scala', 'r', 'sql']","['panda', 'tableau']",[],"['discipline', 'experimentation', 'experimentation', 'economics', 'mathematics', 'discipline', 'analytics', 'analytics', 'analytics', 'creativity', 'computer science']",[],[]
137,data scientistdata science instructor parttime,data scientist,"['r', 'python']",[],[],"['collaboration', 'responsibility', 'mathematics', 'computer science']",[],[]
138,federal data scientist,data scientist,['python'],[],[],"['organization', 'organization', 'organization', 'customer', 'responsibility', 'customer', 'experimentation', 'customer']",[],[]
139,data scientist,data scientist,[],[],[],"['management', 'management', 'economics']",[],[]
140,senior analyst data science,data science analyst,"['sql', 'r', 'python']","['tableau', 'looker']",[],"['analytics', 'analytics', 'responsibility', 'analytics', 'analytics', 'organization', 'economics', 'computer science']",['5+ year'],[]
141,senior data scientist,data scientist,"['python', 'sql', 'mysql']","['panda', 'jupyter', 'spark']","['mysql', 'cassandra', 'mongodb', 'elasticsearch']","['innovation', 'responsibility', 'analytics', 'communication', 'communication', 'communication', 'management', 'management', 'organization', 'leadership', 'problem solving', 'verbal communication', 'problem solving', 'computer science']",['5 year'],[]
142,machine learning researcher data scientist,data scientist,[],['excel'],[],"['creativity', 'innovation', 'responsibility', 'responsibility', 'management', 'curiosity', 'commitment', 'management', 'management', 'innovation', 'innovation', 'management', 'management', 'discipline', 'management', 'management', 'management', 'honesty', 'computer science']",[],[]
143,applied scientist,data scientist,"['python', 'r', 'scala', 'sql', 'python', 'scala', 'c++', 'java', 'sql', 'scala', 'r', 'stata']",[],['hive'],"['communication', 'customer', 'customer', 'responsibility', 'collaboration', 'responsibility', 'customer', 'mathematics', 'economics', 'communication', 'communication', 'curiosity', 'discipline', 'customer', 'organization', 'prioritizing', 'problem solving', 'decision making', 'computer science', 'written communication', 'problem solving']","['2+ year', '2+ year']","['bachelor', 'phd']"
144,quantitative researcher portfolio modeling,others,"['r', 'stata', 'sql', 'java', 'c++', 'python']",[],[],[],[],[]
145,data scientist,data scientist,"['r', 'sql', 'python', 'scala', 'java', 'c++']",['business intelligence'],[],"['mining', 'data mining']",['5+ year'],[]
146,data analyst,data analyst,[],"['excel', 'excel', 'microsoft excel']",[],"['organization', 'innovation', 'management', 'communication', 'management', 'management', 'communication', 'management', 'accuracy', 'time management']",[],"['bachelor', 'bachelor degree']"
147,investment data science intern,data scientist,"['python', 'c', 'c++', 'sql', 'java', 'r']",['spark'],"['hive', 'pig']",['computer science'],[],[]
148,data scientistsmachine learning engineer,data engineer,"['c', 'java', 'python']",[],[],[],['3 year'],['bachelor']
149,ccb fbm quantitative modeler data scientist marketing associate,data scientist,"['python', 'r']",[],[],"['responsibility', 'customer', 'customer', 'customer', 'management', 'mathematics', 'economics', 'discipline', 'management', 'customer', 'decision making', 'computer science']",['1+ year'],['phd']
150,data scientist,data scientist,"['r', 'r', 'r']",['github'],[],"['innovation', 'responsibility', 'management', 'customer', 'mathematics', 'management', 'communication', 'computer science', 'time management', 'problem solving', 'oral communication']",['6+ year'],[]
151,data science machine learning research intern,data scientist,[],[],[],[],[],[]
152,sr data scientistdata engineer ai tech delivery lead – new york nydallas tx,data engineer,"['sql', 'python', 'shell', 'python', 'scala', 'java', 'shell', 'sql']","['spark', 'spark', 'spark', 'spark']","['hive', 'hbase', 'impala', 'hive', 'impala', 'azure', 'azure', 'aws', 'azure', 'aws', 'hive', 'hbase', 'impala', 'azure', 'aws']","['communication', 'networking', 'customer', 'analytics', 'customer', 'analytics', 'responsibility', 'analytics', 'analytics', 'analytics', 'logical', 'analytics', 'management', 'analytics', 'customer', 'responsibility', 'confidence', 'customer', 'customer', 'mathematics', 'analytics', 'presentation', 'communication', 'analytics', 'mathematics', 'computer science', 'computer science']","['5 year', '5 year', '3 year', '1 year', '3 year', '3 year', '5 year']",['bachelor']
153,data scientist,data scientist,"['sql', 'python']","['bi', 'tableau', 'tableau', 'excel']",[],"['customer', 'analytics', 'responsibility', 'analytics', 'prioritizing', 'analytics', 'analytics', 'customer', 'customer', 'analytics', 'mathematics', 'analytics', 'analytics', 'communication', 'customer', 'customer', 'problem solving']",['5+ year'],[]
154,senior data scientist real world evidenceny,data scientist,"['r', 'python']",[],[],"['customer', 'customer', 'empathy', 'customer', 'commitment', 'presentation']",['4 year'],[]
155,data scientist leading quant hedge fund,data scientist,"['r', 'python', 'python', 'r', 'stata', 'sql']",[],[],"['mathematics', 'economics', 'computer science']",[],['phd']
156,data scientist ii,data scientist,"['ml', 'scala', 'python']",[],[],"['customer', 'analytics', 'analytics', 'reliability', 'discipline', 'accuracy', 'communication', 'innovation', 'computer science', 'electrical engineering']",[],['phd']
157,data scientist,data scientist,[],[],[],"['responsibility', 'management', 'mathematics', 'computer science']",['5+ year'],[]
158,data scientist,data scientist,"['sql', 'python', 'r']",['tableau'],[],"['innovation', 'management', 'customer']",['2+ year'],['phd']
159,data scientist,data scientist,"['ml', 'python', 'ml']","['numpy', 'panda']",[],"['customer', 'communication', 'presentation']",[],[]
160,principal associate data scientist small business card entity resolution,data scientist,"['python', 'python', 'scala', 'r', 'sql']",['spark'],"['aws', 'aws']","['customer', 'customer', 'collaboration', 'innovation', 'teamwork', 'responsibility', 'customer', 'innovation', 'customer', 'customer', 'customer', 'customer', 'customer', 'analytics', 'analytics', 'mathematics', 'analytics', 'mathematics', 'decision making']","['5 year', '5 year', '3 year', '1 year', '1 year', '1 year', '3 year', '1 year', '3 year', '3 year', '3 year']","['bachelor', 'phd', 'phd', 'bachelor degree', 'master degree', 'master degree']"
161,principal data scientist,data scientist,"['python', 'python', 'r']",['excel'],[],"['analytics', 'organization', 'commitment', 'analytics', 'creativity', 'mathematics', 'analytics', 'computer science']","['four year', 'one year']",['phd']
162,data scientist,data scientist,"['python', 'r', 'julia', 'sql']","['qlikview', 'knime']",[],"['management', 'responsibility', 'mining', 'management', 'analytics', 'analytics', 'logical', 'communication', 'organization', 'economics', 'economics', 'business acumen', 'data mining', 'problem solving', 'verbal communication', 'computer science', 'computer science']",['1 year'],[]
163,lead data scientist rd team,data scientist,"['python', 'sql']","['panda', 'spark', 'business intelligence']",[],"['management', 'organization', 'management', 'organization', 'presentation', 'analytics', 'innovation', 'responsibility', 'communication', 'mathematics', 'presentation', 'curiosity', 'communication', 'organization', 'analytics', 'computer science']",['5 year'],"['bachelor', 'master degree']"
164,data analyst,data analyst,"['sql', 'sql']","['tableau', 'tableau', 'business intelligence', 'business intelligence']",[],"['management', 'organization', 'analytics', 'customer', 'analytics', 'responsibility', 'kpis', 'management', 'analytics', 'mathematics', 'communication', 'problem solving', 'written communication']",['1 year'],"['bachelor', 'bachelor degree']"
